run_id,simulation_run,model_name,data_design,sample_size,noise_level,train_rows,test_rows,mse,mean_bias,mean_abs_bias,prediction_variance
91aa6d41,1,KNN Regression,equidistant,100,0.25,75,25,0.01895038776089525,-0.00046012224132835144,0.12001073788869329,0.0003957827408718603
91aa6d41,2,KNN Regression,equidistant,100,0.25,75,25,0.019648070854542087,5.3158362918857206e-05,0.12068424709397423,0.0003957827408718603
91aa6d41,3,KNN Regression,equidistant,100,0.25,75,25,0.01971198832441142,-0.0002577827364166376,0.12206969921005978,0.0003957827408718603
91aa6d41,4,KNN Regression,equidistant,100,0.25,75,25,0.019926908433215755,-0.0009898909181742562,0.1226332431572832,0.0003957827408718603
91aa6d41,5,KNN Regression,equidistant,100,0.25,75,25,0.019349994943007827,0.0009108339564896352,0.12146094874124938,0.0003957827408718603
91aa6d41,6,KNN Regression,equidistant,100,0.25,75,25,0.01910319544592271,-0.0010355547397328296,0.12068098080733657,0.0003957827408718603
91aa6d41,7,KNN Regression,equidistant,100,0.25,75,25,0.01954774495354224,0.00041348426957409166,0.12093329786653528,0.0003957827408718603
91aa6d41,8,KNN Regression,equidistant,100,0.25,75,25,0.019814212376780316,-0.002463013383447101,0.12372000542561466,0.0003957827408718603
91aa6d41,9,KNN Regression,equidistant,100,0.25,75,25,0.019576933649726437,-0.0036783368332544294,0.12201123924404107,0.0003957827408718603
91aa6d41,10,KNN Regression,equidistant,100,0.25,75,25,0.01872967388773333,0.0003717928261507908,0.11910662991943917,0.0003957827408718603
91aa6d41,11,KNN Regression,equidistant,100,0.25,75,25,0.019326341112297626,0.00016897534077213474,0.11987029375531164,0.0003957827408718603
91aa6d41,12,KNN Regression,equidistant,100,0.25,75,25,0.019677400269127576,0.002488380453937351,0.12078406035820453,0.0003957827408718603
91aa6d41,13,KNN Regression,equidistant,100,0.25,75,25,0.019832420417122503,0.0008607704587999824,0.12165653080778147,0.0003957827408718603
91aa6d41,14,KNN Regression,equidistant,100,0.25,75,25,0.01950171383495903,0.0009331459300750603,0.1204976297320486,0.0003957827408718603
91aa6d41,15,KNN Regression,equidistant,100,0.25,75,25,0.018598217287661787,0.0006623673420534781,0.11713991324837282,0.0003957827408718603
91aa6d41,16,KNN Regression,equidistant,100,0.25,75,25,0.019402052259166146,0.0006699561527344658,0.12090833501481427,0.0003957827408718603
91aa6d41,17,KNN Regression,equidistant,100,0.25,75,25,0.019809967906799935,0.0018528173304719444,0.12192717869080268,0.0003957827408718603
91aa6d41,18,KNN Regression,equidistant,100,0.25,75,25,0.02028277136232707,-0.0019383290762746415,0.12366745783323696,0.0003957827408718603
91aa6d41,19,KNN Regression,equidistant,100,0.25,75,25,0.01920296253754964,-0.00030989347646066784,0.12093063268423969,0.0003957827408718603
91aa6d41,20,KNN Regression,equidistant,100,0.25,75,25,0.01914946155082411,0.0008258971037607341,0.11838329620811941,0.0003957827408718603
91aa6d41,21,KNN Regression,equidistant,100,0.25,75,25,0.01950508719266714,0.00125297581852409,0.12126433141771865,0.0003957827408718603
91aa6d41,22,KNN Regression,equidistant,100,0.25,75,25,0.01939643813973595,-0.0023716062737839084,0.1212693983728348,0.0003957827408718603
91aa6d41,23,KNN Regression,equidistant,100,0.25,75,25,0.019759149810475222,-0.00175568179668909,0.12197985568212093,0.0003957827408718603
91aa6d41,24,KNN Regression,equidistant,100,0.25,75,25,0.019098495374523763,0.0007984398226470649,0.12010646417717531,0.0003957827408718603
91aa6d41,25,KNN Regression,equidistant,100,0.25,75,25,0.019474588312497473,0.0024400023740191006,0.1193484349860926,0.0003957827408718603
91aa6d41,26,KNN Regression,equidistant,100,0.25,75,25,0.019841398351900828,2.9920978025295545e-05,0.1220494102584824,0.0003957827408718603
91aa6d41,27,KNN Regression,equidistant,100,0.25,75,25,0.01896637998328098,0.004217738655660956,0.11876629724189511,0.0003957827408718603
91aa6d41,28,KNN Regression,equidistant,100,0.25,75,25,0.019673752726385125,-0.0008131078913206746,0.12119388707796155,0.0003957827408718603
91aa6d41,29,KNN Regression,equidistant,100,0.25,75,25,0.019863615555710853,0.0016422067877464646,0.1215697753261292,0.0003957827408718603
91aa6d41,30,KNN Regression,equidistant,100,0.25,75,25,0.01909199353658295,0.0013787582922843752,0.11934977010226713,0.0003957827408718603
91aa6d41,31,KNN Regression,equidistant,100,0.25,75,25,0.019389801722383342,-0.0002888538236677774,0.12110916480739072,0.0003957827408718603
91aa6d41,32,KNN Regression,equidistant,100,0.25,75,25,0.01944689925215038,-0.00036349584967339433,0.12013421514226985,0.0003957827408718603
91aa6d41,33,KNN Regression,equidistant,100,0.25,75,25,0.019230598285171138,0.001886086457557753,0.11946382571469222,0.0003957827408718603
91aa6d41,34,KNN Regression,equidistant,100,0.25,75,25,0.019675033860344426,-0.0008424383873398584,0.12225821861704557,0.0003957827408718603
91aa6d41,35,KNN Regression,equidistant,100,0.25,75,25,0.019572012660108468,-0.0014527242539706768,0.12225819183087755,0.0003957827408718603
91aa6d41,36,KNN Regression,equidistant,100,0.25,75,25,0.019299150046002512,-0.0017461929880030294,0.12013038667964092,0.0003957827408718603
91aa6d41,37,KNN Regression,equidistant,100,0.25,75,25,0.01895053154585119,0.0015356817283846786,0.11963428831613783,0.0003957827408718603
91aa6d41,38,KNN Regression,equidistant,100,0.25,75,25,0.019381139561650225,0.00011154784398160301,0.12065539510682005,0.0003957827408718603
91aa6d41,39,KNN Regression,equidistant,100,0.25,75,25,0.019199837476785074,0.0020733418531838728,0.12002503039540177,0.0003957827408718603
91aa6d41,40,KNN Regression,equidistant,100,0.25,75,25,0.019404501031850138,-0.00017187210582010487,0.12013116873364937,0.0003957827408718603
91aa6d41,41,KNN Regression,equidistant,100,0.25,75,25,0.019711812240093326,-0.0008646078285610348,0.12094472055305332,0.0003957827408718603
91aa6d41,42,KNN Regression,equidistant,100,0.25,75,25,0.019033381385113547,-0.00011324434353662362,0.11947806066351795,0.0003957827408718603
91aa6d41,43,KNN Regression,equidistant,100,0.25,75,25,0.01930081721347937,-0.0023126193632980584,0.1208153905864615,0.0003957827408718603
91aa6d41,44,KNN Regression,equidistant,100,0.25,75,25,0.019501912608382365,0.0010078443540791127,0.12115255443475112,0.0003957827408718603
91aa6d41,45,KNN Regression,equidistant,100,0.25,75,25,0.019465316640381813,-0.0014716571888054443,0.12219806338680644,0.0003957827408718603
91aa6d41,46,KNN Regression,equidistant,100,0.25,75,25,0.01952351657863571,-0.00042677452567429017,0.12086148599812122,0.0003957827408718603
91aa6d41,47,KNN Regression,equidistant,100,0.25,75,25,0.019302403227473397,9.155757357299889e-05,0.11993408990770324,0.0003957827408718603
91aa6d41,48,KNN Regression,equidistant,100,0.25,75,25,0.018917855322701693,-0.0005670754141091215,0.11876154152683695,0.0003957827408718603
91aa6d41,49,KNN Regression,equidistant,100,0.25,75,25,0.019609113794307895,0.0009231204121487429,0.12104416184339024,0.0003957827408718603
91aa6d41,50,KNN Regression,equidistant,100,0.25,75,25,0.01970902077264289,0.0006123166281611328,0.1219938988580726,0.0003957827408718603
91aa6d41,1,Smoothing Spline,equidistant,100,0.25,75,25,0.006569277226382938,0.0008618333073121787,0.06917312834550766,0.0001541133256238651
91aa6d41,2,Smoothing Spline,equidistant,100,0.25,75,25,0.006633645755351157,-0.001990678435984564,0.07060693774542876,0.0001541133256238651
91aa6d41,3,Smoothing Spline,equidistant,100,0.25,75,25,0.006642415047440033,0.0005691456675930792,0.0694829143152292,0.0001541133256238651
91aa6d41,4,Smoothing Spline,equidistant,100,0.25,75,25,0.006689198785775553,2.9953900545416507e-05,0.06965186436769687,0.0001541133256238651
91aa6d41,5,Smoothing Spline,equidistant,100,0.25,75,25,0.006576046097289119,-4.058836424711049e-05,0.06955644610344666,0.0001541133256238651
91aa6d41,6,Smoothing Spline,equidistant,100,0.25,75,25,0.006826576139141701,-0.00068022147128986,0.07030091928383332,0.0001541133256238651
91aa6d41,7,Smoothing Spline,equidistant,100,0.25,75,25,0.006676397317671258,-0.0004558197691141022,0.07008868774184444,0.0001541133256238651
91aa6d41,8,Smoothing Spline,equidistant,100,0.25,75,25,0.0064799955457283355,0.0008493805072895844,0.06875277327807891,0.0001541133256238651
91aa6d41,9,Smoothing Spline,equidistant,100,0.25,75,25,0.0067003154941586525,-0.0011050342010548622,0.06974215329854189,0.0001541133256238651
91aa6d41,10,Smoothing Spline,equidistant,100,0.25,75,25,0.006516437054126469,0.0007461361423736258,0.06925004947466865,0.0001541133256238651
91aa6d41,11,Smoothing Spline,equidistant,100,0.25,75,25,0.006551853895292811,-0.000864541048063432,0.06973324372929679,0.0001541133256238651
91aa6d41,12,Smoothing Spline,equidistant,100,0.25,75,25,0.0065449043410061095,0.0011313399184049106,0.06908568833540177,0.0001541133256238651
91aa6d41,13,Smoothing Spline,equidistant,100,0.25,75,25,0.006640149136663397,0.0014977529793822808,0.06934439757855528,0.0001541133256238651
91aa6d41,14,Smoothing Spline,equidistant,100,0.25,75,25,0.006514205555099648,0.0005555283770348673,0.06869430196712271,0.0001541133256238651
91aa6d41,15,Smoothing Spline,equidistant,100,0.25,75,25,0.006798831963330532,-0.000870989706170996,0.07097792033227428,0.0001541133256238651
91aa6d41,16,Smoothing Spline,equidistant,100,0.25,75,25,0.006353466842161881,0.0005434479195989567,0.0683947790224279,0.0001541133256238651
91aa6d41,17,Smoothing Spline,equidistant,100,0.25,75,25,0.006553731896806247,0.002320907652391834,0.06821209352385055,0.0001541133256238651
91aa6d41,18,Smoothing Spline,equidistant,100,0.25,75,25,0.006451573137376067,-0.00034566273959822923,0.06924973792618423,0.0001541133256238651
91aa6d41,19,Smoothing Spline,equidistant,100,0.25,75,25,0.006638578111497838,0.00024173905174716153,0.07015007495226805,0.0001541133256238651
91aa6d41,20,Smoothing Spline,equidistant,100,0.25,75,25,0.006809026938378397,0.00045916609539675186,0.07043689327917772,0.0001541133256238651
91aa6d41,21,Smoothing Spline,equidistant,100,0.25,75,25,0.006810559329175413,-0.000531256844845011,0.07075184654969502,0.0001541133256238651
91aa6d41,22,Smoothing Spline,equidistant,100,0.25,75,25,0.00666759772181551,0.00022690002304032227,0.069227833377543,0.0001541133256238651
91aa6d41,23,Smoothing Spline,equidistant,100,0.25,75,25,0.00667420928041306,0.0002205479174465003,0.07010680407403588,0.0001541133256238651
91aa6d41,24,Smoothing Spline,equidistant,100,0.25,75,25,0.006626236889859145,0.0005910863982918397,0.06917701616467775,0.0001541133256238651
91aa6d41,25,Smoothing Spline,equidistant,100,0.25,75,25,0.006850609278997566,0.0005400440955131965,0.07067922146390375,0.0001541133256238651
91aa6d41,26,Smoothing Spline,equidistant,100,0.25,75,25,0.006632798941830189,0.00035561728115544535,0.06983265622239308,0.0001541133256238651
91aa6d41,27,Smoothing Spline,equidistant,100,0.25,75,25,0.006595608333474785,0.00208655383807355,0.06874258122293588,0.0001541133256238651
