x,true_function,model_name,mean_prediction,bias_squared,variance,mse_curve
-6.283185307179586,-1.0294084853247718e-07,KNN Regression,-0.07657210428473958,0.005863271389808853,0.007886436760356512,0.07624970815016537
-6.225804619442786,-1.4463475465641883e-07,KNN Regression,-0.07657210428473958,0.005863265004638919,0.007886436760356512,0.07624970176499543
-6.168423931705987,-2.0251066376978487e-07,KNN Regression,-0.07657210428473958,0.005863256141298715,0.007886436760356512,0.07624969290165523
-6.111043243969187,-2.8256075092455243e-07,KNN Regression,-0.07657210428473958,0.005863243882130302,0.007886436760356512,0.07624968064248681
-6.0536625562323865,-3.928826226287842e-07,KNN Regression,-0.07657210428473958,0.0058632269870490875,0.007886436760356512,0.0762496637474056
-5.996281868495587,-5.443762095572588e-07,KNN Regression,-0.07657210428473958,0.005863203786825603,0.007886436760356512,0.07624964054718211
-5.938901180758787,-7.516558129505079e-07,KNN Regression,-0.07657210428473958,0.005863172043423429,0.007886436760356512,0.07624960880377994
-5.881520493021987,-1.0342383687667063e-06,KNN Regression,-0.07657210428473958,0.005863128768046226,0.007886436760356512,0.07624956552840274
-5.824139805285188,-1.418084560091541e-06,KNN Regression,-0.07657210428473958,0.005863069985166357,0.007886436760356512,0.07624950674552287
-5.766759117548387,-1.9375883897642444e-06,KNN Regression,-0.07657210428473958,0.005862990427906799,0.007886436760356512,0.07624942718826332
-5.709378429811587,-2.638133804544208e-06,KNN Regression,-0.07657210428473958,0.005862883146639185,0.007886436760356512,0.0762493199069957
-5.651997742074787,-3.57936457248642e-06,KNN Regression,-0.07657210428473958,0.00586273900845025,0.007886436760356512,0.07624917576880676
-5.594617054337988,-4.839346527987821e-06,KNN Regression,-0.07657210428473958,0.005862546060118286,0.007886436760356512,0.07624898282047479
-5.537236366601188,-6.519840205522744e-06,KNN Regression,-0.07657210428473958,0.005862288721333075,0.007886436760356512,0.0762487254816896
-5.4798556788643875,-8.75294746751918e-06,KNN Regression,-0.07657210428473958,0.005861946767994559,0.007886436760356512,0.07624838352835107
-5.422474991127588,-1.1709448633796871e-05,KNN Regression,-0.07657210428473958,0.005861494057460413,0.007886436760356512,0.07624793081781693
-5.365094303390788,-1.5609207385352268e-05,KNN Regression,-0.07657210428473958,0.005860896938528961,0.007886436760356512,0.07624733369888548
-5.307713615653988,-2.0734089732902395e-05,KNN Regression,-0.07657210428473958,0.0058601122787329575,0.007886436760356512,0.07624654903908946
-5.250332927917189,-2.7443920763659645e-05,KNN Regression,-0.07657210428473957,0.005859085030236424,0.007886436760356514,0.07624552179059293
-5.1929522401803885,-3.619608853026862e-05,KNN Regression,-0.07657210428473958,0.00585774524341858,0.007886436760356512,0.07624418200377509
-5.135571552443588,-4.756949770140194e-05,KNN Regression,-0.07657210428473958,0.005856004424372616,0.007886436760356512,0.07624244118472913
-5.078190864706789,-6.229367525707897e-05,KNN Regression,-0.07642196270345362,0.0058307990540957194,0.007928636850800244,0.07625943590489596
-5.020810176969989,-8.128393466445865e-05,KNN Regression,-0.07642196270345361,0.0058278992348794545,0.007928636850800244,0.0762565360856797
-4.963429489233189,-0.00010568361081028204,KNN Regression,-0.07642196270345362,0.005824174454546231,0.007928636850800244,0.07625281130534647
-4.9060488014963894,-0.0001369144816401408,KNN Regression,-0.07642196270345362,0.005819408582204408,0.007928636850800244,0.07624804543300465
-4.848668113759589,-0.0001767365888819459,KNN Regression,-0.07642196270345362,0.0058133345052621644,0.007928636850800246,0.07624197135606241
-4.791287426022789,-0.00022731875293711354,KNN Regression,-0.07642196270345362,0.005805623766745981,0.007928636850800246,0.07623426061754623
-4.73390673828599,-0.00029132113798943117,KNN Regression,-0.07700265361870814,0.005884628530967369,0.007772673310020539,0.0761573018409879
-4.67652605054919,-0.00037199125292620603,KNN Regression,-0.07595785550912636,0.005713222875356715,0.00780225783138243,0.07601548070673915
-4.6191453628123895,-0.0004732747603734282,KNN Regression,-0.07595785550912636,0.005697921930815001,0.00780225783138243,0.07600017976219743
-4.56176467507559,-0.0005999423968655896,KNN Regression,-0.07682491893482415,0.005810247048212334,0.00771832484200298,0.07602857189021531
-4.50438398733879,-0.0007577341671051123,KNN Regression,-0.07725470918656255,0.005851787187127494,0.00771920917605034,0.07607099636317784
-4.44700329960199,-0.0009535217481791761,KNN Regression,-0.07831620821687972,0.005984985257654463,0.007767300372268198,0.07625228562992266
-4.389622611865191,-0.0011954897081602142,KNN Regression,-0.07893673485583189,0.006043701197110384,0.007637118742644671,0.07618081993975506
-4.3322419241283905,-0.001493335689799844,KNN Regression,-0.08146621481616073,0.00639566139575953,0.007307579665425451,0.07620324106118498
-4.27486123639159,-0.0018584891162212573,KNN Regression,-0.08583548253973186,0.007052135424452342,0.006852070538463815,0.07640420596291615
-4.217480548654791,-0.00230434722481259,KNN Regression,-0.08524359611275352,0.006878919006095812,0.006818681819606468,0.07619760082570227
-4.160099860917991,-0.0028465263132282873,KNN Regression,-0.08885693912708893,0.007397791112410722,0.007044846313763917,0.07694263742617463
-4.102719173181191,-0.003503124976259711,KNN Regression,-0.09113445774630154,0.0076792504830538065,0.006831609562246062,0.07701086004529986
-4.0453384854443915,-0.004294994818047474,KNN Regression,-0.09418321888831342,0.008079892826506339,0.006973711412711233,0.07755360423921757
-3.9879577977075913,-0.005246012641044714,KNN Regression,-0.09884867673768079,0.008761458725987685,0.006760913952648412,0.0780223726786361
-3.930577109970791,-0.006383346450164995,KNN Regression,-0.10498888639537535,0.009723052507886474,0.006444226096333211,0.07866727860421968
-3.8731964222339914,-0.007737705786904457,KNN Regression,-0.10787904934640166,0.010028288689901252,0.005912877943072537,0.07844116663297379
-3.8158157344971917,-0.00934356495540633,KNN Regression,-0.11532805374710894,0.011232711864438536,0.006132895027558106,0.07986560689199665
-3.7584350467603915,-0.011239345665911265,KNN Regression,-0.12494995698149743,0.01293010312576431,0.00619568807976013,0.08162579120552443
-3.701054359023592,-0.013467543561724799,KNN Regression,-0.13366106281188356,0.014446482069738283,0.006504031769367943,0.08345051383910623
-3.6436736712867916,-0.016074781091147083,KNN Regression,-0.14267523193647644,0.016027674154240657,0.007669477862886765,0.08619715201712742
-3.586292983549992,-0.01911176733012285,KNN Regression,-0.14939329288224465,0.016973275900188167,0.006817526906307925,0.08629080280649609
-3.528912295813192,-0.022633143765738908,KNN Regression,-0.15926533218699765,0.01866835491278235,0.006429956878777432,0.08759831179155977
-3.471531608076392,-0.026697193841645553,KNN Regression,-0.16407699233481918,0.018873209034024986,0.006330055754095416,0.0877032647881204
