run_id,simulation_run,model_name,data_design,sample_size,noise_level,train_rows,test_rows,mse,mean_bias,mean_abs_bias,prediction_variance
cac1b4d2,1,KNN Regression,equidistant,180,0.25,135,45,0.01895038776089525,-0.00046012224132835144,0.12001073788869329,0.0003902025826743512
cac1b4d2,2,KNN Regression,equidistant,180,0.25,135,45,0.019648070854542087,5.3158362918857206e-05,0.12068424709397423,0.0003902025826743512
cac1b4d2,3,KNN Regression,equidistant,180,0.25,135,45,0.01971198832441142,-0.0002577827364166376,0.12206969921005978,0.0003902025826743512
cac1b4d2,4,KNN Regression,equidistant,180,0.25,135,45,0.019926908433215755,-0.0009898909181742562,0.1226332431572832,0.0003902025826743512
cac1b4d2,5,KNN Regression,equidistant,180,0.25,135,45,0.019349994943007827,0.0009108339564896352,0.12146094874124938,0.0003902025826743512
cac1b4d2,6,KNN Regression,equidistant,180,0.25,135,45,0.01910319544592271,-0.0010355547397328296,0.12068098080733657,0.0003902025826743512
cac1b4d2,7,KNN Regression,equidistant,180,0.25,135,45,0.01954774495354224,0.00041348426957409166,0.12093329786653528,0.0003902025826743512
cac1b4d2,8,KNN Regression,equidistant,180,0.25,135,45,0.019814212376780316,-0.002463013383447101,0.12372000542561466,0.0003902025826743512
cac1b4d2,9,KNN Regression,equidistant,180,0.25,135,45,0.019576933649726437,-0.0036783368332544294,0.12201123924404107,0.0003902025826743512
cac1b4d2,10,KNN Regression,equidistant,180,0.25,135,45,0.01872967388773333,0.0003717928261507908,0.11910662991943917,0.0003902025826743512
cac1b4d2,11,KNN Regression,equidistant,180,0.25,135,45,0.019326341112297626,0.00016897534077213474,0.11987029375531164,0.0003902025826743512
cac1b4d2,12,KNN Regression,equidistant,180,0.25,135,45,0.019677400269127576,0.002488380453937351,0.12078406035820453,0.0003902025826743512
cac1b4d2,13,KNN Regression,equidistant,180,0.25,135,45,0.019832420417122503,0.0008607704587999824,0.12165653080778147,0.0003902025826743512
cac1b4d2,14,KNN Regression,equidistant,180,0.25,135,45,0.01950171383495903,0.0009331459300750603,0.1204976297320486,0.0003902025826743512
cac1b4d2,15,KNN Regression,equidistant,180,0.25,135,45,0.018598217287661787,0.0006623673420534781,0.11713991324837282,0.0003902025826743512
cac1b4d2,16,KNN Regression,equidistant,180,0.25,135,45,0.019402052259166146,0.0006699561527344658,0.12090833501481427,0.0003902025826743512
cac1b4d2,17,KNN Regression,equidistant,180,0.25,135,45,0.019809967906799935,0.0018528173304719444,0.12192717869080268,0.0003902025826743512
cac1b4d2,18,KNN Regression,equidistant,180,0.25,135,45,0.02028277136232707,-0.0019383290762746415,0.12366745783323696,0.0003902025826743512
cac1b4d2,19,KNN Regression,equidistant,180,0.25,135,45,0.01920296253754964,-0.00030989347646066784,0.12093063268423969,0.0003902025826743512
cac1b4d2,20,KNN Regression,equidistant,180,0.25,135,45,0.01914946155082411,0.0008258971037607341,0.11838329620811941,0.0003902025826743512
cac1b4d2,21,KNN Regression,equidistant,180,0.25,135,45,0.01950508719266714,0.00125297581852409,0.12126433141771865,0.0003902025826743512
cac1b4d2,22,KNN Regression,equidistant,180,0.25,135,45,0.01939643813973595,-0.0023716062737839084,0.1212693983728348,0.0003902025826743512
cac1b4d2,23,KNN Regression,equidistant,180,0.25,135,45,0.019759149810475222,-0.00175568179668909,0.12197985568212093,0.0003902025826743512
cac1b4d2,24,KNN Regression,equidistant,180,0.25,135,45,0.019098495374523763,0.0007984398226470649,0.12010646417717531,0.0003902025826743512
cac1b4d2,25,KNN Regression,equidistant,180,0.25,135,45,0.019474588312497473,0.0024400023740191006,0.1193484349860926,0.0003902025826743512
cac1b4d2,26,KNN Regression,equidistant,180,0.25,135,45,0.019841398351900828,2.9920978025295545e-05,0.1220494102584824,0.0003902025826743512
cac1b4d2,27,KNN Regression,equidistant,180,0.25,135,45,0.01896637998328098,0.004217738655660956,0.11876629724189511,0.0003902025826743512
cac1b4d2,28,KNN Regression,equidistant,180,0.25,135,45,0.019673752726385125,-0.0008131078913206746,0.12119388707796155,0.0003902025826743512
cac1b4d2,29,KNN Regression,equidistant,180,0.25,135,45,0.019863615555710853,0.0016422067877464646,0.1215697753261292,0.0003902025826743512
cac1b4d2,30,KNN Regression,equidistant,180,0.25,135,45,0.01909199353658295,0.0013787582922843752,0.11934977010226713,0.0003902025826743512
cac1b4d2,1,Smoothing Spline,equidistant,180,0.25,135,45,0.006614806261807672,-0.00012899391556565507,0.06960920272659474,0.0001505683359330928
cac1b4d2,2,Smoothing Spline,equidistant,180,0.25,135,45,0.006675134695279727,-0.00017564518181916833,0.06934372566760508,0.0001505683359330928
cac1b4d2,3,Smoothing Spline,equidistant,180,0.25,135,45,0.00659113132197572,0.0012303437602002975,0.06892729350976484,0.0001505683359330928
cac1b4d2,4,Smoothing Spline,equidistant,180,0.25,135,45,0.0066892193575477845,-0.00047498426786070813,0.07032199271107802,0.0001505683359330928
cac1b4d2,5,Smoothing Spline,equidistant,180,0.25,135,45,0.006668967353868182,-0.0008564129345049662,0.07044756110341567,0.0001505683359330928
cac1b4d2,6,Smoothing Spline,equidistant,180,0.25,135,45,0.006566095703725058,-0.0010398308932751846,0.06911523376516908,0.0001505683359330928
cac1b4d2,7,Smoothing Spline,equidistant,180,0.25,135,45,0.0064521176575732244,0.0010113408044671315,0.06864710770412598,0.0001505683359330928
cac1b4d2,8,Smoothing Spline,equidistant,180,0.25,135,45,0.00660862351405484,0.0001212571267152094,0.06954921501448849,0.0001505683359330928
cac1b4d2,9,Smoothing Spline,equidistant,180,0.25,135,45,0.006474886816334516,0.001347378382466626,0.06913947957807329,0.0001505683359330928
cac1b4d2,10,Smoothing Spline,equidistant,180,0.25,135,45,0.006625783252823556,-5.588034191086232e-05,0.06954014437985984,0.0001505683359330928
cac1b4d2,11,Smoothing Spline,equidistant,180,0.25,135,45,0.006744947094802542,-0.0004888401686239391,0.06975934989190274,0.0001505683359330928
cac1b4d2,12,Smoothing Spline,equidistant,180,0.25,135,45,0.006523994435854402,-1.9237990483680913e-05,0.06881893935095967,0.0001505683359330928
cac1b4d2,13,Smoothing Spline,equidistant,180,0.25,135,45,0.0066126106915440465,-0.0013938473778345826,0.06958870463180171,0.0001505683359330928
cac1b4d2,14,Smoothing Spline,equidistant,180,0.25,135,45,0.006654111249608284,0.0006814424455261517,0.06997615432090969,0.0001505683359330928
cac1b4d2,15,Smoothing Spline,equidistant,180,0.25,135,45,0.006633306496308561,-0.0008682460187766975,0.0701350078171935,0.0001505683359330928
cac1b4d2,16,Smoothing Spline,equidistant,180,0.25,135,45,0.006660717755524461,-0.00021519435431972746,0.06957908652772692,0.0001505683359330928
cac1b4d2,17,Smoothing Spline,equidistant,180,0.25,135,45,0.006586892855356171,0.00010876320770983378,0.06887609265214913,0.0001505683359330928
cac1b4d2,18,Smoothing Spline,equidistant,180,0.25,135,45,0.006447431047484469,-0.00030288240959149536,0.06825153645410394,0.0001505683359330928
cac1b4d2,19,Smoothing Spline,equidistant,180,0.25,135,45,0.006704368666293079,0.0006284899818196723,0.06944396387155229,0.0001505683359330928
cac1b4d2,20,Smoothing Spline,equidistant,180,0.25,135,45,0.006727886098528142,0.00043423761682740927,0.07040244090995587,0.0001505683359330928
cac1b4d2,21,Smoothing Spline,equidistant,180,0.25,135,45,0.006569277226382938,0.0008618333073121787,0.06917312834550766,0.0001505683359330928
cac1b4d2,22,Smoothing Spline,equidistant,180,0.25,135,45,0.006633645755351157,-0.001990678435984564,0.07060693774542876,0.0001505683359330928
cac1b4d2,23,Smoothing Spline,equidistant,180,0.25,135,45,0.006642415047440033,0.0005691456675930792,0.0694829143152292,0.0001505683359330928
cac1b4d2,24,Smoothing Spline,equidistant,180,0.25,135,45,0.006689198785775553,2.9953900545416507e-05,0.06965186436769687,0.0001505683359330928
cac1b4d2,25,Smoothing Spline,equidistant,180,0.25,135,45,0.006576046097289119,-4.058836424711049e-05,0.06955644610344666,0.0001505683359330928
cac1b4d2,26,Smoothing Spline,equidistant,180,0.25,135,45,0.006826576139141701,-0.00068022147128986,0.07030091928383332,0.0001505683359330928
cac1b4d2,27,Smoothing Spline,equidistant,180,0.25,135,45,0.006676397317671258,-0.0004558197691141022,0.07008868774184444,0.0001505683359330928
cac1b4d2,28,Smoothing Spline,equidistant,180,0.25,135,45,0.0064799955457283355,0.0008493805072895844,0.06875277327807891,0.0001505683359330928
cac1b4d2,29,Smoothing Spline,equidistant,180,0.25,135,45,0.0067003154941586525,-0.0011050342010548622,0.06974215329854189,0.0001505683359330928
cac1b4d2,30,Smoothing Spline,equidistant,180,0.25,135,45,0.006516437054126469,0.0007461361423736258,0.06925004947466865,0.0001505683359330928
cac1b4d2,1,Random Forest,equidistant,180,0.25,135,45,0.0021480902045092148,-0.0022598364969705744,0.037851529443060625,0.0007456650887869814
cac1b4d2,2,Random Forest,equidistant,180,0.25,135,45,0.002028558253737375,0.0021311016292597782,0.03639949548252182,0.0007456650887869814
cac1b4d2,3,Random Forest,equidistant,180,0.25,135,45,0.0022533081606755357,0.0029372103634099944,0.03837997926064864,0.0007456650887869814
cac1b4d2,4,Random Forest,equidistant,180,0.25,135,45,0.0019942593228481054,0.0008643162382456821,0.03551177924992763,0.0007456650887869814
cac1b4d2,5,Random Forest,equidistant,180,0.25,135,45,0.002336628573980233,-0.0022740235448072176,0.04000554303229048,0.0007456650887869814
cac1b4d2,6,Random Forest,equidistant,180,0.25,135,45,0.0019059331024584136,0.000837739231886676,0.03648652446427954,0.0007456650887869814
cac1b4d2,7,Random Forest,equidistant,180,0.25,135,45,0.00210396217795046,0.004748150644031014,0.03721087260834102,0.0007456650887869814
cac1b4d2,8,Random Forest,equidistant,180,0.25,135,45,0.0019206498171268247,-0.0011183042183471202,0.03585047105512749,0.0007456650887869814
cac1b4d2,9,Random Forest,equidistant,180,0.25,135,45,0.0020895499846431635,0.00017397972261273188,0.03732057759731955,0.0007456650887869814
cac1b4d2,10,Random Forest,equidistant,180,0.25,135,45,0.002295044947219923,0.0006523192186418225,0.039254951361139656,0.0007456650887869814
cac1b4d2,11,Random Forest,equidistant,180,0.25,135,45,0.0022828946756616206,-0.0015266112498900496,0.03931087860547619,0.0007456650887869814
cac1b4d2,12,Random Forest,equidistant,180,0.25,135,45,0.002196797865151498,0.0001413338594576783,0.03792257520028804,0.0007456650887869814
cac1b4d2,13,Random Forest,equidistant,180,0.25,135,45,0.0021952623120701383,0.00012735922715127745,0.03816336248222123,0.0007456650887869814
cac1b4d2,14,Random Forest,equidistant,180,0.25,135,45,0.0021788502636517913,0.0009425438850110137,0.0382070561634071,0.0007456650887869814
cac1b4d2,15,Random Forest,equidistant,180,0.25,135,45,0.0022945268756621386,0.0008302508188980139,0.039976522636323064,0.0007456650887869814
cac1b4d2,16,Random Forest,equidistant,180,0.25,135,45,0.0021677792165531178,0.0004245118273109522,0.03856975049789555,0.0007456650887869814
