run_id,simulation_run,model_name,data_design,sample_size,noise_level,train_rows,test_rows,mse,mean_bias,mean_abs_bias,prediction_variance
63398722,1,KNN Regression,non_equidistant,182,0.25,136,46,0.012269872163731294,-0.02382749936413064,0.08310294672103673,0.1001801206231712
63398722,1,Random Forest,non_equidistant,182,0.25,136,46,0.021389247285188203,-0.014127258892200506,0.12260373518220169,0.1327784372709238
63398722,1,Boosting,non_equidistant,182,0.25,136,46,0.009834744223412318,-0.003875681947170907,0.08393237133798308,0.10956513987586027
63398722,1,Smoothing Spline,non_equidistant,182,0.25,136,46,0.07096081283410975,-0.012578622528956402,0.23260614400908097,0.09373024814490943
63398722,2,KNN Regression,non_equidistant,182,0.25,136,46,0.013769443916766292,-0.0575054545421554,0.09831307759642216,0.11741003413277169
63398722,2,Random Forest,non_equidistant,182,0.25,136,46,0.019181606664859404,-0.007427278147967234,0.11462636062855223,0.13085588857945948
63398722,2,Boosting,non_equidistant,182,0.25,136,46,0.012349855286470281,-0.01323808623228224,0.08153547220995698,0.11465232256208524
63398722,2,Smoothing Spline,non_equidistant,182,0.25,136,46,0.18404626461593313,0.029337774886035145,0.31992030398329235,0.21947349889593507
63398722,3,KNN Regression,non_equidistant,182,0.25,136,46,0.015563636608641292,-0.04290654373096848,0.10036748065455413,0.09833615147644735
63398722,3,Random Forest,non_equidistant,182,0.25,136,46,0.0313813839311178,-0.021827220078566002,0.1438176450304851,0.11596836594271898
63398722,3,Boosting,non_equidistant,182,0.25,136,46,0.021759648696910487,-0.017606270580029348,0.12477331888107476,0.09661635272835757
63398722,3,Smoothing Spline,non_equidistant,182,0.25,136,46,0.0702607292156296,-0.0367942099768639,0.2308189551003085,0.12068264063672109
63398722,4,KNN Regression,non_equidistant,182,0.25,136,46,0.025544596563850434,-0.09236215087068461,0.1188769955386609,0.12708654727862487
63398722,4,Random Forest,non_equidistant,182,0.25,136,46,0.018388950785667445,-0.0013137259900898696,0.10957082885872828,0.11622115566433301
63398722,4,Boosting,non_equidistant,182,0.25,136,46,0.01766730032108191,-0.009272405748104477,0.10358511119456723,0.10234227196684077
63398722,4,Smoothing Spline,non_equidistant,182,0.25,136,46,0.326486552289233,0.043010244656114305,0.34768029880699,0.3781851766141618
63398722,5,KNN Regression,non_equidistant,182,0.25,136,46,0.023620727968884328,-0.08326208108129765,0.1145122632203845,0.11423058772098696
63398722,5,Random Forest,non_equidistant,182,0.25,136,46,0.021886156151033474,-0.009582210063655984,0.11111881482734697,0.12202188558524699
63398722,5,Boosting,non_equidistant,182,0.25,136,46,0.009398452991189023,-0.01569372568860968,0.07566563795885244,0.09856804201954592
63398722,5,Smoothing Spline,non_equidistant,182,0.25,136,46,0.09221471043838395,-0.09874743711409241,0.2424216943891534,0.11125839443804765
63398722,6,KNN Regression,non_equidistant,182,0.25,136,46,0.021180138707221817,-0.10293465913025815,0.12886885084769945,0.1134597276623439
