x,true_function,model_name,mean_prediction,bias_squared,variance,mse_curve
-6.283185307179586,0.3500000000000002,KNN Regression,0.40590077233512045,0.0031248963476629456,0.0002943895647642984,0.06591928591242724
-6.225804619442786,0.40504695294532567,KNN Regression,0.4515699053989725,0.0021643851050042852,0.000264048535799179,0.06492843364080346
-6.168423931705987,0.4553309169299593,KNN Regression,0.4834250838178055,0.0007892822131221548,0.0004461071785400651,0.06373538939166222
-6.111043243969187,0.5007542053109741,KNN Regression,0.5155871857819403,0.00022001730965206322,0.0006925014849647618,0.06341251879461683
-6.0536625562323865,0.5412793591425151,KNN Regression,0.5423570681674561,1.1614567424392292e-06,0.0004664614539865762,0.06296762291072902
-5.996281868495587,0.5769277962707027,KNN Regression,0.5614424704535049,0.0002397953156647711,0.0004496750553005596,0.06318947037096533
-5.938901180758787,0.6077777041688208,KNN Regression,0.5797682035517648,0.0007845321248168594,0.0004446692367665486,0.0637292013615834
-5.881520493021987,0.6339612102426175,KNN Regression,0.5912673724527547,0.0018227637852271169,0.0004474158030698227,0.06477017958829694
-5.824139805285188,0.6556608727609282,KNN Regression,0.6053954961504332,0.0025266080857948995,0.0003320872665218733,0.06535869535231677
-5.766759117548387,0.6731055444049255,KNN Regression,0.6202326660415098,0.0027955412664325517,0.0007392740504664286,0.06603481531689898
-5.709378429811587,0.686565668564225,KNN Regression,0.6158151574547782,0.005005634822247947,0.0004739074836768437,0.06797954230592479
-5.651997742074787,0.6963480758331712,KNN Regression,0.6183303564275946,0.006086764541247277,0.0003823428069397604,0.06896910734818704
-5.594617054337988,0.702790354579968,KNN Regression,0.6251326893544537,0.0060307129682780555,0.00038772938337417064,0.06891844235165223
-5.537236366601188,0.7062548748909983,KNN Regression,0.6237502498150616,0.006807013158920883,0.0004902515993262175,0.0697972647582471
-5.4798556788643875,0.7071225495618021,KNN Regression,0.6203009016538696,0.007537998545448992,0.00034425259769687634,0.07038225114314586
-5.422474991127588,0.705786419057934,KNN Regression,0.6088582695862402,0.009395066160007019,0.0003444050726181624,0.07223947123262518
-5.365094303390788,0.7026451494611776,KNN Regression,0.6056195758035515,0.009413961943591427,0.0005582090207370166,0.07247217096432844
-5.307713615653988,0.6980965333225773,KNN Regression,0.5995636389984681,0.009708731263886064,0.0002216015076093206,0.07243033277149538
-5.250332927917189,0.6925310830523354,KNN Regression,0.5979690013774602,0.008941987290685753,0.00047778246744106795,0.07191976975812682
-5.1929522401803885,0.6863258049924525,KNN Regression,0.592952720894792,0.008718532833908789,0.0004163692150509938,0.07163490204895978
-5.135571552443588,0.6798382396615007,KNN Regression,0.585668952253977,0.008867854690840806,0.00033167407389371743,0.07169952876473452
