x,true_function,model_name,mean_prediction,bias_squared,variance,mse_curve
-6.283185307179586,0.3500000000000002,KNN Regression,0.40419627395903535,0.002937236111042791,0.00031657460663599493,0.06575381071767879
-6.225804619442786,0.40504695294532567,KNN Regression,0.44854862871539836,0.0018923957948045293,0.0003139441341181541,0.06470633992892269
-6.168423931705987,0.4553309169299593,KNN Regression,0.4809999659452163,0.0006589000773476672,0.00025965810057779003,0.06341855817792545
-6.111043243969187,0.5007542053109741,KNN Regression,0.5158684404644056,0.00022844010427322347,0.0007355693475879499,0.06346400945186118
-6.0536625562323865,0.5412793591425151,KNN Regression,0.5455873911428696,1.8559139716078015e-05,0.000527392627878124,0.0630459517675942
-5.996281868495587,0.5769277962707027,KNN Regression,0.5645374456514572,0.00015352078846783554,0.0003630417255492845,0.06301656251401712
-5.938901180758787,0.6077777041688208,KNN Regression,0.5802589580910702,0.0007572813856917153,0.0005967357216347215,0.06385401710732644
-5.881520493021987,0.6339612102426175,KNN Regression,0.5904538668226446,0.001892888931463466,0.0003966603631462156,0.06478954929460969
-5.824139805285188,0.6556608727609282,KNN Regression,0.6029223910683711,0.0027813474512361834,0.0002841593774861035,0.06556550682872228
-5.766759117548387,0.6731055444049255,KNN Regression,0.6216598513665047,0.0026466593322034223,0.000815207471390107,0.06596186680359353
-5.709378429811587,0.686565668564225,KNN Regression,0.6139158042153929,0.005278002789903695,0.0005748367536271758,0.06835283954353087
-5.651997742074787,0.6963480758331712,KNN Regression,0.6173025344000833,0.006248197620450006,0.0002558324145186536,0.06900403003496866
-5.594617054337988,0.702790354579968,KNN Regression,0.6252716416432359,0.006009150855367472,0.0004482702371174591,0.06895742109248493
-5.537236366601188,0.7062548748909983,KNN Regression,0.6224206843732262,0.007028171499770106,0.0005109560826349928,0.0700391275824051
-5.4798556788643875,0.7071225495618021,KNN Regression,0.622278831070359,0.0071984565674552475,0.0002588287937906935,0.06995728536124594
-5.422474991127588,0.705786419057934,KNN Regression,0.609182286744364,0.009332358380057741,0.00034762070697932896,0.07217997908703708
-5.365094303390788,0.7026451494611776,KNN Regression,0.6064373331748121,0.009255943914591063,0.0005165645503111902,0.07227250846490225
-5.307713615653988,0.6980965333225773,KNN Regression,0.5977477100972878,0.010069886322700398,0.00020078005948805477,0.07277066638218846
-5.250332927917189,0.6925310830523354,KNN Regression,0.597045933787802,0.00911741373007021,0.0005423556046557289,0.07215976933472594
-5.1929522401803885,0.6863258049924525,KNN Regression,0.5913807199180475,0.009014569179786007,0.00036307098963918164,0.07187764016942519
-5.135571552443588,0.6798382396615007,KNN Regression,0.584331792639123,0.009121481422838229,0.0002567152302865439,0.07187819665312477
